,portfolio_nav_gross
2008-04-21,8970330.746882502
2008-04-22,8970330.746882502
2008-04-23,8970330.746882502
2008-04-24,8970330.746882502
2008-04-25,8970330.746882502
2008-04-28,8970330.746882502
2008-04-29,8970330.746882502
2008-04-30,8970330.746882502
2008-05-01,8970330.746882502
2008-05-02,8970330.746882502
2008-05-05,8970330.746882502
2008-05-06,8970330.746882502
2008-05-07,8970330.746882502
2008-05-08,8970330.746882502
2008-05-09,8970330.746882502
2008-05-12,8970330.746882502
2008-05-13,8970330.746882502
2008-05-14,8970330.746882502
2008-05-15,8970330.746882502
2008-05-16,8970330.746882502
2008-05-19,8970330.746882502
2008-05-20,8970330.746882502
2008-05-21,8970330.746882502
2008-05-22,8970330.746882502
2008-05-23,8970330.746882502
2008-05-27,8970330.746882502
2008-05-28,8970330.746882502
2008-05-29,8970330.746882502
2008-05-30,8970330.746882502
2008-06-02,8970330.746882502
2008-06-03,8970330.746882502
2008-06-04,8970330.746882502
2008-06-05,8970330.746882502
2008-06-06,8970330.746882502
2008-06-09,8970330.746882502
2008-06-10,8970330.746882502
2008-06-11,8970330.746882502
2008-06-12,8970330.746882502
2008-06-13,8970330.746882502
2008-06-16,8970330.746882502
2008-06-17,8970330.746882502
2008-06-18,8970330.746882502
2008-06-19,8970330.746882502
2008-06-20,8970330.746882502
2008-06-23,8970330.746882502
2008-06-24,8970330.746882502
2008-06-25,8970330.746882502
2008-06-26,8970330.746882502
2008-06-27,8970330.746882502
2008-06-30,8970330.746882502
2008-07-01,8970330.746882502
2008-07-02,8970330.746882502
2008-07-03,8970330.746882502
2008-07-07,8970330.746882502
2008-07-08,8970330.746882502
2008-07-09,8970330.746882502
2008-07-10,8970330.746882502
2008-07-11,8970330.746882502
2008-07-14,8970330.746882502
2008-07-15,8970330.746882502
2008-07-16,8970330.746882502
2008-07-17,8970330.746882502
2008-07-18,8970330.746882502
2008-07-21,8970330.746882502
2008-07-22,8970330.746882502
2008-07-23,8970330.746882502
2008-07-24,8970330.746882502
2008-07-25,8970330.746882502
2008-07-28,8970330.746882502
2008-07-29,8970330.746882502
2008-07-30,8970330.746882502
2008-07-31,8970330.746882502
2008-08-01,8970330.746882502
2008-08-04,8970330.746882502
2008-08-05,8970330.746882502
2008-08-06,8970330.746882502
2008-08-07,8970330.746882502
2008-08-08,8970330.746882502
2008-08-11,8970330.746882502
2008-08-12,8970330.746882502
2008-08-13,8970330.746882502
2008-08-14,8970330.746882502
2008-08-15,8970330.746882502
2008-08-18,8970330.746882502
2008-08-19,8970330.746882502
2008-08-20,8970330.746882502
2008-08-21,8970330.746882502
2008-08-22,8970330.746882502
2008-08-25,8970330.746882502
2008-08-26,8970330.746882502
2008-08-27,8970330.746882502
2008-08-28,8970330.746882502
2008-08-29,8969457.22486016
2008-09-02,8969656.984255705
2008-09-03,8968855.44832865
2008-09-04,8965885.844955483
2008-09-05,8965740.564809011
2008-09-08,8967959.909199797
2008-09-09,8965836.184407145
2008-09-10,8967042.631540548
2008-09-11,8967743.005991697
2008-09-12,8968105.368344173
2008-09-15,8965130.974008407
2008-09-16,8966808.982962316
2008-09-17,8963969.192681767
2008-09-18,8966885.558974802
2008-09-19,8969528.10337799
2008-09-22,8966790.938862665
2008-09-23,8965676.144020207
2008-09-24,8964966.333371464
2008-09-25,8965894.769576132
2008-09-26,8966540.283923801
2008-09-29,8966540.283923801
2008-09-30,8966540.283923801
2008-10-01,8966540.283923801
2008-10-02,8966540.283923801
2008-10-03,8966540.283923801
2008-10-06,8966540.283923801
2008-10-07,8966540.283923801
2008-10-08,8966540.283923801
2008-10-09,8966540.283923801
2008-10-10,8966540.283923801
2008-10-13,8966540.283923801
2008-10-14,8966540.283923801
2008-10-15,8966540.283923801
2008-10-16,8966540.283923801
2008-10-17,8966540.283923801
2008-10-20,8966540.283923801
2008-10-21,8966540.283923801
2008-10-22,8966540.283923801
2008-10-23,8966540.283923801
2008-10-24,8966540.283923801
2008-10-27,8966540.283923801
2008-10-28,8966540.283923801
2008-10-29,8966540.283923801
2008-10-30,8966540.283923801
2008-10-31,8966540.283923801
2008-11-03,8966540.283923801
2008-11-04,8966540.283923801
2008-11-05,8966540.283923801
2008-11-06,8966540.283923801
2008-11-07,8966540.283923801
2008-11-10,8966540.283923801
2008-11-11,8966540.283923801
2008-11-12,8966540.283923801
2008-11-13,8966540.283923801
2008-11-14,8966540.283923801
2008-11-17,8966540.283923801
2008-11-18,8966540.283923801
2008-11-19,8966540.283923801
2008-11-20,8966540.283923801
2008-11-21,8966540.283923801
2008-11-24,8966540.283923801
2008-11-25,8966540.283923801
2008-11-26,8966540.283923801
2008-11-28,8966540.283923801
2008-12-01,8966540.283923801
2008-12-02,8966540.283923801
2008-12-03,8966540.283923801
2008-12-04,8966540.283923801
2008-12-05,8966540.283923801
2008-12-08,8966540.283923801
2008-12-09,8966540.283923801
2008-12-10,8966540.283923801
2008-12-11,8966540.283923801
2008-12-12,8966540.283923801
2008-12-15,8966540.283923801
2008-12-16,8966540.283923801
2008-12-17,8966540.283923801
2008-12-18,8966540.283923801
2008-12-19,8966540.283923801
2008-12-22,8966540.283923801
2008-12-23,8966540.283923801
2008-12-24,8966540.283923801
2008-12-26,8966540.283923801
2008-12-29,8966540.283923801
2008-12-30,8966540.283923801
2008-12-31,8966540.283923801
2009-01-02,8966540.283923801
2009-01-05,8966540.283923801
2009-01-06,8966540.283923801
2009-01-07,8966540.283923801
2009-01-08,8966540.283923801
2009-01-09,8966540.283923801
2009-01-12,8966540.283923801
2009-01-13,8966540.283923801
2009-01-14,8966540.283923801
2009-01-15,8966540.283923801
2009-01-16,8966540.283923801
2009-01-20,8966540.283923801
2009-01-21,8966540.283923801
2009-01-22,8966540.283923801
2009-01-23,8966540.283923801
2009-01-26,8966540.283923801
2009-01-27,8966540.283923801
2009-01-28,8966540.283923801
2009-01-29,8966540.283923801
2009-01-30,8966540.283923801
2009-02-02,8966540.283923801
2009-02-03,8966540.283923801
2009-02-04,8966540.283923801
2009-02-05,8966540.283923801
2009-02-06,8966540.283923801
2009-02-09,8966540.283923801
2009-02-10,8966540.283923801
2009-02-11,8966540.283923801
2009-02-12,8966540.283923801
2009-02-13,8966540.283923801
2009-02-17,8966540.283923801
2009-02-18,8966540.283923801
2009-02-19,8966540.283923801
2009-02-20,8966540.283923801
2009-02-23,8966540.283923801
2009-02-24,8966540.283923801
2009-02-25,8966540.283923801
2009-02-26,8966540.283923801
2009-02-27,8966540.283923801
2009-03-02,8966540.283923801
2009-03-03,8966540.283923801
2009-03-04,8966540.283923801
2009-03-05,8966540.283923801
2009-03-06,8966540.283923801
2009-03-09,8966540.283923801
2009-03-10,8966540.283923801
2009-03-11,8966540.283923801
2009-03-12,8966540.283923801
2009-03-13,8966540.283923801
2009-03-16,8966540.283923801
2009-03-17,8966540.283923801
2009-03-18,8966540.283923801
2009-03-19,8966540.283923801
2009-03-20,8966540.283923801
2009-03-23,8966540.283923801
2009-03-24,8966540.283923801
2009-03-25,8966540.283923801
2009-03-26,8966540.283923801
2009-03-27,8966540.283923801
2009-03-30,8966540.283923801
2009-03-31,8966540.283923801
2009-04-01,8966540.283923801
2009-04-02,8966540.283923801
2009-04-03,9053603.071440458
2009-04-06,8966361.810292393
2009-04-07,8739978.985375384
2009-04-08,8861657.054887878
2009-04-09,9290229.521317378
2009-04-13,9332950.448220083
2009-04-14,9140072.521197034
2009-04-15,9278549.06967766
2009-04-16,9485715.61542061
2009-04-17,9588307.282244371
2009-04-20,9137720.901759017
2009-04-21,9427332.191780875
2009-04-22,9444270.711856445
2009-04-23,9490825.89603042
2009-04-24,9696229.943592105
2009-04-27,9546431.486978253
2009-04-28,9568325.367689557
2009-04-29,9858230.267974196
2009-04-30,9876106.162937718
2009-05-01,9897597.522132425
2009-05-04,10277811.874013344
2009-05-05,10307525.022217454
2009-05-06,10416999.899875363
2009-05-07,10205764.595290968
2009-05-08,10573083.636685386
2009-05-11,10391561.681630997
2009-05-12,10269387.628403364
2009-05-13,9834699.918846102
2009-05-14,9995619.740173656
2009-05-15,9895781.388407098
2009-05-18,10246986.769633472
2009-05-19,10252036.031124564
2009-05-20,10208164.462954475
2009-05-21,10046326.213969553
2009-05-22,10018279.630185068
2009-05-26,10316318.769546885
2009-05-27,10159518.128214274
2009-05-28,10216948.94872537
2009-05-29,10333453.03210775
2009-06-01,10651767.168747533
2009-06-02,10672981.353754813
2009-06-03,10545374.23151997
2009-06-04,10699108.75604675
2009-06-05,10697350.978896387
2009-06-08,10642258.492477797
2009-06-09,10691091.20321715
2009-06-10,10677170.826472206
2009-06-11,10726525.539909212
2009-06-12,10730209.484520437
2009-06-15,10516435.097903945
2009-06-16,10382359.381021256
2009-06-17,10381331.418616088
2009-06-18,10444878.6426568
2009-06-19,10493511.416826354
2009-06-22,10182612.706723133
2009-06-23,10165417.194704132
2009-06-24,10257925.500577006
2009-06-25,10480891.452995457
2009-06-26,10547087.546502315
2009-06-29,10584304.346071513
2009-06-30,10538255.22758284
2009-07-01,10644709.4423194
2009-07-02,10358841.519586138
2009-07-06,10313128.029259514
2009-07-07,10133483.557717785
2009-07-08,10045567.937961034
2009-07-09,10084165.093667291
2009-07-10,10103103.454870349
2009-07-13,10322211.444362845
2009-07-14,10374232.606172496
2009-07-15,10671073.881618273
2009-07-16,10782968.170311019
2009-07-17,10756935.221409492
2009-07-20,10914877.72487013
2009-07-21,10909520.008970423
2009-07-22,10976157.957232757
2009-07-23,11253011.919851905
2009-07-24,11326254.44436116
2009-07-27,11410799.232229525
2009-07-28,11417985.349181987
2009-07-29,11362865.468181651
2009-07-30,11543222.86322114
2009-07-31,11580246.594035976
2009-08-03,11828186.242875317
2009-08-04,11954973.910502926
2009-08-05,11966831.064870678
2009-08-06,11862731.125700409
2009-08-07,12129531.846620232
2009-08-10,12101052.073239204
2009-08-11,11922569.605423136
2009-08-12,12086873.36689901
2009-08-13,12145757.684133101
2009-08-14,12007369.540702159
2009-08-17,11682829.554931317
2009-08-18,11863200.867266685
2009-08-19,11951861.06959866
2009-08-20,12114496.34361112
2009-08-21,12320372.244159693
2009-08-24,12307083.4273178
2009-08-25,12407240.064293666
2009-08-26,12414261.227583183
2009-08-27,12433187.939645715
2009-08-28,12434504.219364803
2009-08-31,12301150.243066795
2009-09-01,12017786.0299112
2009-09-02,11972191.818022342
2009-09-03,12118651.807084851
2009-09-04,12289506.987996578
2009-09-08,12435571.116028177
2009-09-09,12570829.299163641
2009-09-10,12703243.366920043
2009-09-11,12695871.559016889
2009-09-14,12797752.23253503
2009-09-15,12890299.007912936
2009-09-16,13116554.299714023
2009-09-17,13046844.881262055
2009-09-18,13093955.15820002
2009-09-21,13032902.017656377
2009-09-22,13142875.207582984
2009-09-23,13022277.644455688
2009-09-24,12817442.007697541
2009-09-25,12741635.023077335
2009-09-28,12983906.765201125
2009-09-29,12969262.360043647
2009-09-30,12916459.340199817
2009-10-01,12603108.433104435
2009-10-02,12532979.057809578
2009-10-05,12728668.182991272
2009-10-06,12865041.527222604
2009-10-07,12873371.44603533
2009-10-08,13001723.509262089
2009-10-09,13082796.577277375
2009-10-12,13118031.548000535
2009-10-13,13077538.107424915
2009-10-14,13296877.618184075
2009-10-15,13297104.275563559
2009-10-16,13144479.12150601
2009-10-19,13254668.064120637
2009-10-20,13103582.61755327
2009-10-21,13026054.717852522
2009-10-22,13173218.924939774
2009-10-23,12958078.506504284
2009-10-26,12786913.494707247
2009-10-27,12655810.551708348
2009-10-28,12318239.028565468
2009-10-29,12590264.236651622
2009-10-30,12298069.377071302
2009-11-02,12304002.050012179
2009-11-03,12430593.783590855
2009-11-04,12386461.859597867
2009-11-05,12674503.386530798
2009-11-06,12706456.913005384
2009-11-09,12945820.688358951
2009-11-10,12890119.356430715
2009-11-11,12982302.905279497
2009-11-12,12824645.714141985
2009-11-13,12895591.36054103
2009-11-16,13113371.910282668
2009-11-17,13115291.911772395
2009-11-18,13116082.719866673
2009-11-19,12922369.92531511
2009-11-20,12882649.868954115
2009-11-23,13016031.683797132
2009-11-24,12983758.877455847
2009-11-25,13024498.894592937
2009-11-27,12803059.684031859
2009-11-30,12852159.653479926
2009-12-01,13030895.301548839
2009-12-02,13155668.567020562
2009-12-03,13044578.283052715
2009-12-04,13195877.491386078
2009-12-07,13210547.414197933
2009-12-08,13133968.884439504
2009-12-09,13160940.69924351
2009-12-10,13165092.477985565
2009-12-11,13242368.521524455
2009-12-14,13381229.097667636
2009-12-15,13331947.842364661
2009-12-16,13409562.043719886
2009-12-17,13287482.824791677
2009-12-18,13354809.23825852
2009-12-21,13480072.85510301
2009-12-22,13593562.511193842
2009-12-23,13699943.60906941
2009-12-24,13771823.254864272
2009-12-28,13737105.26803146
2009-12-29,13710131.180241996
2009-12-30,13708622.477667565
2009-12-31,13612786.61851455
2010-01-04,13824194.287068516
2010-01-05,13881041.04544954
2010-01-06,13890845.841148278
2010-01-07,13961496.92143565
2010-01-08,14001040.948814934
2010-01-11,14019238.81550026
2010-01-12,13862741.43961465
2010-01-13,13987437.489874044
2010-01-14,14041474.578383984
2010-01-15,13896908.798238225
2010-01-19,14036594.350627195
2010-01-20,13917363.516781582
2010-01-21,13718654.879287092
2010-01-22,13508363.708198842
2010-01-25,13553074.464748908
2010-01-26,13514540.223849598
2010-01-27,13588001.291968038
2010-01-28,13436225.485721555
2010-01-29,13310487.216627702
2010-02-01,13486827.242752256
2010-02-02,13648961.013233997
2010-02-03,13576784.909172865
2010-02-04,13162585.303052956
2010-02-05,13171992.93889749
2010-02-08,13078577.184776697
2010-02-09,13266987.168017719
2010-02-10,13274462.563212369
2010-02-11,13436671.2565254
2010-02-12,13493711.235842861
2010-02-16,13712582.738045787
2010-02-17,13767405.76421928
2010-02-18,13830032.983950349
2010-02-19,13852981.997082615
2010-02-22,13884135.344113186
2010-02-23,13733524.851856267
2010-02-24,13819917.322913116
2010-02-25,13821495.893802278
2010-02-26,13851277.949749181
2010-03-01,14059157.85360176
2010-03-02,14136923.545555118
2010-03-03,14156045.934952449
2010-03-04,14209604.766484916
2010-03-05,14419684.301279493
2010-03-08,14446177.564145425
2010-03-09,14472712.649330776
2010-03-10,14566870.78684486
2010-03-11,14623745.872786008
2010-03-12,14628491.192422071
2010-03-15,14587291.08104001
2010-03-16,14702065.824451387
2010-03-17,14810282.951784573
2010-03-18,14775885.593116494
2010-03-19,14626400.720224826
2010-03-22,14799424.851751342
2010-03-23,14937550.967622459
2010-03-24,14869381.975920772
2010-03-25,14813885.498066552
2010-03-26,14837949.467590049
2010-03-29,14914331.253207175
2010-03-30,14933650.011385808
2010-03-31,14864011.849057527
2010-04-01,14977147.811376214
2010-04-05,15208966.94874106
2010-04-06,15280155.253308887
2010-04-07,15226454.794200517
2010-04-08,15275245.007853655
2010-04-09,15359916.291222842
2010-04-12,15411928.038677622
2010-04-13,15434895.74036066
2010-04-14,15671075.417603806
2010-04-15,15698931.490023004
2010-04-16,15476645.060671734
2010-04-19,15453381.068365024
2010-04-20,15612613.117260354
2010-04-21,15693860.048655335
2010-04-22,15871069.514644057
2010-04-23,16010326.446663754
2010-04-26,15986893.405862663
2010-04-27,15637843.013828795
2010-04-28,15666714.876566045
2010-04-29,15941548.671115158
2010-04-30,15631747.209482392
2010-05-03,15830329.304863919
2010-05-04,15451935.266801512
2010-05-05,15304223.312381921
2010-05-06,14861416.188009625
2010-05-07,14498140.018844137
2010-05-10,15039944.883720063
2010-05-11,15055773.938583167
2010-05-12,15293120.930830825
2010-05-13,15179700.41668924
2010-05-14,14942522.207578897
2010-05-17,14946048.886490487
2010-05-18,14784668.993254563
2010-05-19,14667496.238034949
2010-05-20,14229501.884814976
2010-05-21,14394237.841489209
2010-05-24,14282089.332065715
2010-05-25,14271176.087821918
2010-05-26,14305754.53206805
2010-05-27,14668686.381974304
2010-05-28,14565217.956108509
2010-06-01,14340399.944445198
2010-06-02,14572911.549135651
2010-06-03,14638085.530138485
2010-06-04,14252531.2146622
2010-06-07,14123414.036951888
2010-06-08,14140792.104475027
2010-06-09,14145164.953638654
2010-06-10,14345351.826473033
2010-06-11,14413943.387520416
2010-06-14,14452162.97746977
2010-06-15,14628850.406813856
2010-06-16,14604647.563219113
2010-06-17,14606000.962564357
2010-06-18,14617505.405904185
2010-06-21,14582348.242220366
2010-06-22,14446381.524470514
2010-06-23,14427465.475876233
2010-06-24,14321460.072246736
2010-06-25,14407016.214793524
2010-06-28,14368929.522059318
2010-06-29,14102054.722844636
2010-06-30,14044223.348077586
2010-07-01,13994477.986186655
2010-07-02,13933804.784510477
2010-07-06,13883744.92580136
2010-07-07,14096045.060798617
2010-07-08,14163690.71661156
2010-07-09,14244492.185361153
2010-07-12,14205344.013287777
2010-07-13,14361927.12450922
2010-07-14,14334852.374560412
2010-07-15,14307731.39813752
2010-07-16,14096625.784473015
2010-07-19,14157203.884981757
2010-07-20,14274240.938887702
2010-07-21,14194796.097901577
2010-07-22,14376478.412266023
2010-07-23,14489460.105000278
2010-07-26,14602177.980501533
2010-07-27,14569813.343064558
2010-07-28,14497256.197903933
2010-07-29,14507135.196048904
2010-07-30,14529547.653503299
2010-08-02,14657070.459480911
2010-08-03,14605962.378763935
2010-08-04,14656245.694014082
2010-08-05,14624013.802781595
2010-08-06,14609445.203683631
2010-08-09,14683761.209740365
2010-08-10,14586127.608509075
2010-08-11,14375128.30436487
2010-08-12,14350767.257173706
2010-08-13,14311258.739234203
2010-08-16,14332305.187481865
2010-08-17,14444479.365658175
2010-08-18,14468059.035258858
2010-08-19,14327075.244888803
2010-08-20,14324131.822674122
2010-08-23,14243106.50852087
2010-08-24,14158786.989926154
2010-08-25,14215133.156805443
2010-08-26,14183032.718434526
2010-08-27,14320885.763157997
2010-08-30,14201571.800833914
2010-08-31,14230113.652592897
2010-09-01,14429021.010546144
2010-09-02,14495417.96257677
2010-09-03,14584902.83884757
2010-09-07,14490950.681764655
2010-09-08,14530741.428851582
2010-09-09,14533798.435307767
2010-09-10,14552688.6089579
2010-09-13,14666470.363648258
2010-09-14,14658235.31736907
2010-09-15,14682203.12989851
2010-09-16,14625386.591720974
2010-09-17,14648292.632960942
2010-09-20,14780481.082033813
2010-09-21,14746791.339199627
2010-09-22,14678731.831743313
2010-09-23,14592678.772027902
2010-09-24,14747478.203370672
2010-09-27,14722197.281505825
2010-09-28,14786110.79258458
2010-09-29,14780743.785012888
2010-09-30,14779043.306900056
2010-10-01,14811237.921217792
2010-10-04,14754805.947534386
2010-10-05,14905559.80734062
2010-10-06,14878518.514249403
2010-10-07,14876963.230954917
2010-10-08,14990099.976033894
2010-10-11,14993363.582355598
2010-10-12,15018367.427214868
2010-10-13,15087269.14422415
2010-10-14,15074126.483578274
2010-10-15,14992869.78732573
2010-10-18,15076054.664370192
2010-10-19,14945209.542467512
2010-10-20,15043072.610987585
2010-10-21,15036613.799014555
2010-10-22,15053139.706219811
2010-10-25,15103583.336328756
2010-10-26,15102549.76339856
2010-10-27,15088020.96273293
2010-10-28,15077983.439838564
2010-10-29,15098840.187050758
2010-11-01,15102885.021854127
2010-11-02,15207467.801885797
2010-11-03,15228145.446575802
2010-11-04,15374073.925742494
2010-11-05,15416530.587142097
2010-11-08,15422167.408461815
2010-11-09,15321313.036185898
2010-11-10,15374547.892965466
2010-11-11,15343606.934566407
2010-11-12,15244994.265576132
2010-11-15,15266451.526831122
2010-11-16,15137508.218019322
2010-11-17,15144915.589129424
2010-11-18,15273258.586210977
2010-11-19,15311930.205846481
2010-11-22,15335735.684281128
2010-11-23,15260098.604147945
2010-11-24,15405170.577716025
2010-11-26,15363446.502059508
2010-11-29,15359280.056830844
2010-11-30,15327472.22221747
2010-12-01,15486590.321332071
2010-12-02,15585192.961563492
2010-12-03,15626056.824556878
2010-12-06,15645744.98240744
2010-12-07,15666688.1694493
2010-12-08,15675748.406270178
2010-12-09,15717289.458141673
2010-12-10,15780364.357811887
2010-12-13,15776317.207441874
2010-12-14,15767091.513096929
2010-12-15,15737784.176239602
2010-12-16,15798274.668938706
2010-12-17,15821557.132035762
2010-12-20,15858366.986691663
2010-12-21,15935768.638447238
2010-12-22,15942361.65912136
2010-12-23,15919393.47573042
2010-12-27,15942742.808440348
2010-12-28,15930698.965907069
2010-12-29,15932797.880334197
2010-12-30,15917431.345230542
2010-12-31,15881335.928373393
2011-01-03,15993193.287656592
2011-01-04,15916143.51847977
2011-01-05,15974749.204919789
2011-01-06,15952281.087148268
2011-01-07,15939373.16325616
2011-01-10,15965892.559609983
2011-01-11,15999867.582251538
2011-01-12,16083365.885105956
2011-01-13,16073204.656723347
2011-01-14,16167482.859324893
2011-01-18,16190168.797811164
2011-01-19,16052654.5207156
2011-01-20,15997878.026410371
2011-01-21,16002465.632777993
2011-01-24,16060718.255120032
2011-01-25,16059863.19544041
2011-01-26,16169153.282342924
2011-01-27,16209539.847510638
2011-01-28,16032440.401967006
2011-01-31,16090539.343775833
2011-02-01,16255354.24465738
2011-02-02,16241360.103874365
2011-02-03,16264601.618366212
2011-02-04,16290233.62101367
2011-02-07,16372452.41652938
2011-02-08,16405350.675032739
2011-02-09,16394010.623080399
2011-02-10,16428848.509071477
2011-02-11,16498910.701797679
2011-02-14,16518575.736019554
2011-02-15,16482647.125892326
2011-02-16,16561163.500869794
2011-02-17,16601644.846068166
2011-02-18,16605513.243070215
2011-02-22,16369597.43417961
2011-02-23,16243847.552876249
2011-02-24,16276436.30896053
2011-02-25,16431094.03149402
2011-02-28,16460857.233966446
2011-03-01,16280336.059381075
2011-03-02,16311276.96927565
2011-03-03,16499763.267510192
2011-03-04,16434717.874900967
2011-03-07,16310404.922829743
2011-03-08,16440029.661969744
2011-03-09,16401624.690477608
2011-03-10,16196828.82426897
2011-03-11,16250898.764791774
2011-03-14,16187214.791932477
2011-03-15,16101609.725213546
2011-03-16,15966195.366887303
2011-03-17,16011905.5961561
2011-03-18,16037264.577527598
2011-03-21,16334629.499933437
2011-03-22,16260127.152224606
2011-03-23,16323655.38260182
2011-03-24,16468068.62322167
2011-03-25,16538079.361255765
2011-03-28,16516244.001546146
2011-03-29,16605144.609112028
2011-03-30,16749016.302070241
2011-03-31,16788868.6596339
2011-04-01,16875308.132771224
2011-04-04,16908237.073209845
2011-04-05,16947192.51844164
2011-04-06,16993315.64555892
2011-04-07,16935566.639254373
2011-04-08,16829083.63522099
2011-04-11,16735888.118184904
2011-04-12,16559016.66172363
2011-04-13,16571714.451235497
2011-04-14,16582447.764843602
2011-04-15,16699117.495365344
2011-04-18,16513827.344904216
2011-04-19,16567609.459113048
2011-04-20,16836670.381677732
2011-04-21,16946659.477881696
2011-04-25,16948672.24918784
2011-04-26,17094121.146855254
2011-04-27,17177132.99920229
2011-04-28,17205232.739694495
2011-04-29,17225375.987231653
2011-05-02,17152349.258210238
2011-05-03,17035770.344085954
2011-05-04,16855353.296067912
2011-05-05,16832021.798933234
2011-05-06,16899006.116952244
2011-05-09,17012788.773085367
2011-05-10,17212986.87155026
2011-05-11,16995489.97158072
2011-05-12,17074204.431305427
2011-05-13,16924989.236857984
2011-05-16,16747585.708210334
2011-05-17,16670166.420217752
2011-05-18,16850790.49987826
2011-05-19,16895994.222784497
2011-05-20,16792943.620216824
2011-05-23,16560691.591815732
2011-05-24,16493387.087760806
2011-05-25,16624896.347097917
2011-05-26,16731660.879149126
2011-05-27,16820497.64058206
2011-05-31,17008813.97137713
2011-06-01,16623999.853445932
2011-06-02,16610510.851258049
2011-06-03,16433127.390969286
2011-06-06,16230339.167835325
2011-06-07,16265073.796518493
2011-06-08,16143453.51719852
2011-06-09,16224606.104736693
2011-06-10,16036950.023858372
2011-06-13,16022703.765009187
2011-06-14,16255722.909624081
2011-06-15,16065479.244539477
2011-06-16,16060490.995227844
2011-06-17,16084987.027864898
2011-06-20,16187572.905116461
2011-06-21,16425036.141289474
2011-06-22,16344018.042489327
2011-06-23,16355390.933066113
2011-06-24,16283742.690219253
2011-06-27,16376705.24912942
2011-06-28,16524182.05714909
2011-06-29,16567424.62618881
2011-06-30,16661934.865432665
2011-07-01,16842871.58501858
2011-07-05,16879846.950753346
2011-07-06,16945188.7974185
2011-07-07,17088807.145709246
2011-07-08,17015188.340349175
2011-07-11,16782052.395116024
2011-07-12,16712010.58994983
2011-07-13,16777699.445996914
2011-07-14,16658363.110969897
2011-07-15,16725472.523242291
2011-07-18,16524340.285133783
2011-07-19,16789674.418722104
2011-07-20,16831419.276858047
2011-07-21,16979560.89520283
2011-07-22,16997345.207730923
2011-07-25,16864162.343229227
2011-07-26,16782921.95757351
2011-07-27,16394558.9213579
2011-07-28,16363440.7756294
2011-07-29,16355481.71386557
2011-08-01,16294081.251924323
2011-08-02,15890088.05413942
2011-08-03,15953788.648907848
2011-08-04,15262530.650221195
2011-08-05,15115822.346257571
2011-08-08,14407042.069804886
2011-08-09,14900834.58492231
2011-08-10,14569893.367155148
2011-08-11,14998372.525305802
2011-08-12,15032973.323515039
2011-08-15,15077235.065148275
2011-08-16,15039966.936885646
2011-08-17,15047363.90604111
2011-08-18,14962029.698713614
2011-08-19,14937531.692866372
2011-08-22,14937531.692866372
2011-08-23,14937531.692866372
2011-08-24,14937531.692866372
2011-08-25,14935467.604292205
2011-08-26,14935345.522207862
2011-08-29,14935345.522207862
2011-08-30,14935345.522207862
2011-08-31,14935345.522207862
2011-09-01,14935345.522207862
2011-09-02,14935345.522207862
2011-09-06,14935345.522207862
2011-09-07,14935345.522207862
2011-09-08,14935345.522207862
2011-09-09,14935345.522207862
2011-09-12,14935345.522207862
2011-09-13,14935345.522207862
2011-09-14,14935345.522207862
2011-09-15,14935345.522207862
2011-09-16,14935345.522207862
2011-09-19,14935345.522207862
2011-09-20,14935345.522207862
2011-09-21,14935345.522207862
2011-09-22,14935345.522207862
2011-09-23,14935345.522207862
2011-09-26,14935345.522207862
2011-09-27,14935345.522207862
2011-09-28,14935345.522207862
2011-09-29,14935345.522207862
2011-09-30,14935345.522207862
2011-10-03,14935345.522207862
2011-10-04,14935345.522207862
2011-10-05,14935345.522207862
2011-10-06,14935345.522207862
2011-10-07,14935345.522207862
2011-10-10,14935345.522207862
2011-10-11,14935345.522207862
2011-10-12,14935345.522207862
2011-10-13,14935345.522207862
2011-10-14,14935345.522207862
2011-10-17,14935345.522207862
2011-10-18,14935345.522207862
2011-10-19,14935345.522207862
2011-10-20,14935345.522207862
2011-10-21,14935345.522207862
2011-10-24,14935345.522207862
2011-10-25,14935452.30489573
2011-10-26,14935452.30489573
2011-10-27,14935576.884698244
2011-10-28,14935576.884698244
2011-10-31,14935576.884698244
2011-11-01,14935576.884698244
2011-11-02,14934679.910120146
2011-11-03,14934679.910120146
2011-11-04,14934679.910120146
2011-11-07,14934679.910120146
2011-11-08,14934679.910120146
2011-11-09,14934679.910120146
2011-11-10,14934679.910120146
2011-11-11,14934679.910120146
2011-11-14,14934679.910120146
2011-11-15,14934679.910120146
2011-11-16,14934679.910120146
2011-11-17,14934679.910120146
2011-11-18,14934679.910120146
2011-11-21,14934679.910120146
2011-11-22,14934679.910120146
2011-11-23,14955301.671778182
2011-11-25,14955301.671778182
2011-11-28,14955301.671778182
2011-11-29,14955301.671778182
2011-11-30,14951177.319446573
2011-12-01,14951177.319446573
2011-12-02,14951177.319446573
2011-12-05,14951177.319446573
2011-12-06,14951177.319446573
2011-12-07,14951177.319446573
2011-12-08,14951177.319446573
2011-12-09,14951177.319446573
2011-12-12,14951177.319446573
2011-12-13,14951177.319446573
2011-12-14,14951177.319446573
2011-12-15,14951177.319446573
2011-12-16,14951177.319446573
2011-12-19,14951177.319446573
2011-12-20,14951177.319446573
2011-12-21,14934679.910120146
2011-12-22,14934679.910120146
2011-12-23,14934679.910120146
2011-12-27,14934679.910120146
2011-12-28,14934679.910120146
