,portfolio_nav_gross
2015-09-15,22975493.052867424
2015-09-16,22975493.052867424
2015-09-17,22975493.052867424
2015-09-18,22975493.052867424
2015-09-21,22975493.052867424
2015-09-22,22975493.052867424
2015-09-23,22975493.052867424
2015-09-24,22975493.052867424
2015-09-25,22975493.052867424
2015-09-28,22975493.052867424
2015-09-29,22975493.052867424
2015-09-30,22975493.052867424
2015-10-01,22975493.052867424
2015-10-02,22975493.052867424
2015-10-05,22975493.052867424
2015-10-06,22975493.052867424
2015-10-07,22975493.052867424
2015-10-08,22975493.052867424
2015-10-09,22975493.052867424
2015-10-12,22975493.052867424
2015-10-13,22975493.052867424
2015-10-14,22975493.052867424
2015-10-15,22975493.052867424
2015-10-16,22975493.052867424
2015-10-19,22975493.052867424
2015-10-20,22975493.052867424
2015-10-21,22975493.052867424
2015-10-22,22975493.052867424
2015-10-23,22975493.052867424
2015-10-26,22975493.052867424
2015-10-27,22975493.052867424
2015-10-28,22975493.052867424
2015-10-29,22975493.052867424
2015-10-30,22975493.052867424
2015-11-02,22975493.052867424
2015-11-03,22975493.052867424
2015-11-04,22975493.052867424
2015-11-05,22975493.052867424
2015-11-06,22975493.052867424
2015-11-09,22975493.052867424
2015-11-10,22975493.052867424
2015-11-11,22975493.052867424
2015-11-12,22975493.052867424
2015-11-13,22975493.052867424
2015-11-16,22975493.052867424
2015-11-17,22975493.052867424
2015-11-18,22975493.052867424
2015-11-19,22975493.052867424
2015-11-20,22975493.052867424
2015-11-23,22975493.052867424
2015-11-24,22975493.052867424
2015-11-25,22975493.052867424
2015-11-27,22975493.052867424
2015-11-30,22975493.052867424
2015-12-01,22975493.052867424
2015-12-02,22975493.052867424
2015-12-03,22975493.052867424
2015-12-04,22975493.052867424
2015-12-07,22975493.052867424
2015-12-08,22975493.052867424
2015-12-09,22975493.052867424
2015-12-10,22975493.052867424
2015-12-11,22975493.052867424
2015-12-14,22975493.052867424
2015-12-15,22975493.052867424
2015-12-16,22975493.052867424
2015-12-17,22975493.052867424
2015-12-18,22975472.707497984
2015-12-21,22975472.707497984
2015-12-22,22975533.74360631
2015-12-23,22975533.74360631
2015-12-24,22975533.74360631
2015-12-28,22975554.08897575
2015-12-29,22975513.398236867
2015-12-30,22975513.398236867
2015-12-31,22975554.08897575
2016-01-04,22975554.08897575
2016-01-05,22975554.08897575
2016-01-06,22975554.08897575
2016-01-07,22975554.08897575
2016-01-08,22975554.08897575
2016-01-11,22975554.08897575
2016-01-12,22975554.08897575
2016-01-13,22975554.08897575
2016-01-14,22975554.08897575
2016-01-15,22975554.08897575
2016-01-19,22975554.08897575
2016-01-20,22975554.08897575
2016-01-21,22975554.08897575
2016-01-22,22975554.08897575
2016-01-25,22975554.08897575
2016-01-26,22975554.08897575
2016-01-27,22975604.952399354
2016-01-28,22975604.952399354
2016-01-29,22975706.679246567
2016-02-01,22975706.679246567
2016-02-02,22975706.679246567
2016-02-03,22975596.81425158
2016-02-04,22975554.08897575
2016-02-05,22975554.08897575
2016-02-08,22975554.08897575
2016-02-09,22975554.08897575
2016-02-10,22975554.08897575
2016-02-11,22975554.08897575
2016-02-12,22975554.08897575
2016-02-16,22975554.08897575
2016-02-17,22975554.08897575
2016-02-18,22975554.08897575
2016-02-19,22975554.08897575
2016-02-22,22975554.08897575
2016-02-23,22975554.08897575
2016-02-24,22975554.08897575
2016-02-25,22975554.08897575
2016-02-26,22975554.08897575
2016-02-29,22975554.08897575
2016-03-01,22975554.08897575
2016-03-02,22975554.08897575
2016-03-03,22975554.08897575
2016-03-04,22975554.08897575
2016-03-07,22975554.08897575
2016-03-08,22975554.08897575
2016-03-09,22975554.08897575
2016-03-10,22975554.08897575
2016-03-11,22975654.376704525
2016-03-14,22975470.511217307
2016-03-15,22975902.322948325
2016-03-16,22975888.405103434
2016-03-17,22975796.47235982
2016-03-18,22976225.497262415
2016-03-21,22976251.963983852
2016-03-22,22976274.25861127
2016-03-23,22976360.617698025
2016-03-24,22976254.75081228
2016-03-28,22976349.470384315
2016-03-29,22976600.203456543
2016-03-30,22976885.763735488
2016-03-31,22976770.15109887
2016-04-01,22977105.85799226
2016-04-04,22977227.044285733
2016-04-05,22977378.869394664
2016-04-06,22977355.189501654
2016-04-07,22977139.283636145
2016-04-08,22977142.07046457
2016-04-11,22976994.41744966
2016-04-12,22977090.52228729
2016-04-13,22977220.069066044
2016-04-14,22977080.776536416
2016-04-15,22977324.5506862
2016-04-18,22977451.310636524
2016-04-19,22977284.149822626
2016-04-20,22977282.764557034
2016-04-21,22977062.67030026
2016-04-22,22977167.135623172
2016-04-25,22977164.348794747
2016-04-26,22977559.948053457
2016-04-27,22978037.7343049
2016-04-28,22977844.12306681
2016-04-29,22977934.670544825
2016-05-02,22978220.214526527
2016-05-03,22978399.907919727
2016-05-04,22978532.24152691
2016-05-05,22978724.46749941
2016-05-06,22979026.748748917
2016-05-09,22979100.575256374
2016-05-10,22979490.60085823
2016-05-11,22979057.387564376
2016-05-12,22979567.21419411
2016-05-13,22979010.027778357
2016-05-16,22979253.801928136
2016-05-17,22978957.09433548
2016-05-18,22979032.322405774
2016-05-19,22978604.682768773
2016-05-20,22978834.522776417
2016-05-23,22978756.5078777
2016-05-24,22979107.53417882
2016-05-25,22979058.78912721
2016-05-26,22979005.855684336
2016-05-27,22979071.32170651
2016-05-31,22978827.547556728
2016-06-01,22979036.49449979
2016-06-02,22979051.87909649
2016-06-03,22979222.137415413
2016-06-06,22979342.12689072
2016-06-07,22979226.26475798
2016-06-08,22979941.31107641
2016-06-09,22980179.22286051
2016-06-10,22980380.861701127
2016-06-13,22977454.30642918
2016-06-14,22974678.825462304
2016-06-15,22976015.40830678
2016-06-16,22977780.588051062
2016-06-17,22962887.50774735
2016-06-20,22982853.68603678
2016-06-21,22980578.132070657
2016-06-22,22978895.110869367
2016-06-23,23007732.465090234
2016-06-24,23151098.424734946
2016-06-27,22628897.752384704
2016-06-28,23006707.877907433
2016-06-29,23432325.74966306
2016-06-30,23741898.82699128
2016-07-01,23823569.68504945
2016-07-05,23531270.060300507
2016-07-06,23655463.729714736
2016-07-07,23675655.93828512
2016-07-08,24149591.463159014
2016-07-11,24321924.473744005
2016-07-12,24591466.425731182
2016-07-13,24551944.194371425
2016-07-14,24574890.907350857
2016-07-15,24575133.42684767
2016-07-18,24634089.81825282
2016-07-19,24601738.174006034
2016-07-20,24777237.438989025
2016-07-21,24715268.986037515
2016-07-22,24821076.643590484
2016-07-25,24700526.12924133
2016-07-26,24780353.40100645
2016-07-27,24796373.80708629
2016-07-28,24903963.395999935
2016-07-29,24932130.863651004
2016-08-01,24904522.657854244
2016-08-02,24590179.16558135
2016-08-03,24769230.399769295
2016-08-04,24893641.99808877
2016-08-05,25167130.031167693
2016-08-08,25165759.725976747
2016-08-09,25107384.468972128
2016-08-10,24977715.620458405
2016-08-11,25122745.20606288
2016-08-12,25097577.96794186
2016-08-15,25279969.532842476
2016-08-16,25120607.3942254
2016-08-17,25132146.384571776
2016-08-18,25289360.215140566
2016-08-19,25305240.29017801
2016-08-22,25334704.22474668
2016-08-23,25438358.911774
2016-08-24,25244445.541679442
2016-08-25,25217647.43362346
2016-08-26,25171639.68129267
2016-08-29,25334749.54302952
2016-08-30,25391010.641213417
2016-08-31,25314759.36324512
2016-09-01,25343760.346799217
2016-09-02,25480405.20722099
2016-09-06,25537640.743280027
2016-09-07,25657725.2251549
2016-09-08,25617564.009266563
2016-09-09,25013645.582771305
2016-09-12,25311575.86656578
2016-09-13,24965378.636407163
2016-09-14,24986361.388792418
2016-09-15,25224580.838834744
2016-09-16,25165316.31884702
2016-09-19,25300635.847752154
2016-09-20,25345747.130390193
2016-09-21,25610440.55389444
2016-09-22,25844627.662719548
2016-09-23,25761708.277755976
2016-09-26,25586780.43657693
2016-09-27,25710356.34598268
2016-09-28,25810954.56332269
2016-09-29,25518114.48450576
2016-09-30,25703843.555477966
2016-10-03,25594882.78345035
2016-10-04,25501618.97287543
2016-10-05,25649005.020589616
2016-10-06,25569955.479101874
2016-10-07,25424379.58387114
2016-10-10,25557374.000748985
2016-10-11,25210541.6256348
2016-10-12,25208727.17411654
2016-10-13,25065364.775892727
2016-10-14,25055145.34690552
2016-10-17,25010853.10851682
2016-10-18,25183820.8141342
2016-10-19,25235016.28576382
2016-10-20,25184919.487373415
2016-10-21,25175498.947450344
2016-10-24,25075934.17057769
2016-10-25,24988766.8005018
2016-10-26,24907946.5475511
2016-10-27,24759181.02612751
2016-10-28,24756802.37477903
2016-10-31,24803704.863190513
2016-11-01,24623429.286298905
2016-11-02,24396720.128517963
2016-11-03,24296778.749675687
2016-11-04,24396420.961681034
2016-11-07,24895250.914179593
2016-11-08,24875414.744444326
2016-11-09,25411151.616922054
2016-11-10,25684373.5175546
2016-11-11,25756884.102243993
2016-11-14,25969511.654028438
2016-11-15,26172786.228964888
2016-11-16,26138944.18457288
2016-11-17,26275744.620634962
2016-11-18,26310677.909204863
2016-11-21,26440663.625849005
2016-11-22,26648988.763583563
2016-11-23,26865989.961983062
2016-11-25,26915137.74261709
2016-11-28,26760364.11142668
2016-11-29,26778332.332276206
2016-11-30,26680835.60866907
2016-12-01,26622167.39309188
2016-12-02,26603400.676728237
2016-12-05,26845619.8294183
2016-12-06,27042482.678732097
2016-12-07,27383937.72460131
2016-12-08,27680173.709148735
2016-12-09,27693798.30764426
2016-12-12,27436574.660431936
2016-12-13,27482042.068940092
2016-12-14,27234320.475320365
2016-12-15,27356781.175056603
2016-12-16,27267233.09878339
2016-12-19,27424151.970642105
2016-12-20,27582056.777451046
2016-12-21,27557553.342030436
2016-12-22,27398383.68045353
2016-12-23,27517433.802007724
2016-12-27,27609609.302548375
2016-12-28,27424184.52244605
2016-12-29,27489553.09068337
2016-12-30,27365891.749419242
2017-01-03,27533159.51775947
2017-01-04,27880662.50907586
2017-01-05,27807903.02883403
2017-01-06,27799665.954281576
2017-01-09,27627803.897464693
2017-01-10,27782111.750375267
2017-01-11,27897702.36104855
2017-01-12,27846504.929639455
2017-01-13,27987963.515088953
2017-01-17,27789027.130938627
2017-01-18,27969883.205786295
2017-01-19,27832822.226664104
2017-01-20,27880524.354124174
2017-01-23,27777140.702064484
2017-01-24,28064365.632320955
2017-01-25,28291718.289057136
2017-01-26,28158142.27352553
2017-01-27,28169621.89610841
2017-01-30,27991366.85189861
2017-01-31,28081817.923624925
2017-02-01,28129818.612846
2017-02-02,28118142.052425705
2017-02-03,28310524.063094165
2017-02-06,28258846.552661747
2017-02-07,28254814.50368367
2017-02-08,28254299.07360206
2017-02-09,28456026.422542203
2017-02-10,28595154.99334588
2017-02-13,28655130.390410244
2017-02-14,28701112.351399217
2017-02-15,28867858.665395726
2017-02-16,28679057.36638065
2017-02-17,28664326.25992327
2017-02-21,28898963.14787506
2017-02-22,28722628.511782236
2017-02-23,28740394.00040499
2017-02-24,28785187.253723603
2017-02-27,28925816.100405585
2017-02-28,28730656.48379773
2017-03-01,29156971.10773692
2017-03-02,29060937.43986232
2017-03-03,29068239.936613135
2017-03-06,28939977.05783288
2017-03-07,28844742.23050604
2017-03-08,28778118.72959736
2017-03-09,28570610.69787598
2017-03-10,28728547.01447956
2017-03-13,28831670.586720172
2017-03-14,28690282.361813143
2017-03-15,28992467.93214064
2017-03-16,28951230.48622762
2017-03-17,28940482.02785043
2017-03-20,28904529.76802985
2017-03-21,28457429.028338272
2017-03-22,28501042.253603343
2017-03-23,29239434.14849814
2017-03-24,29551483.684670065
2017-03-27,29758892.778301153
2017-03-28,29641398.107878733
2017-03-29,29583569.17236954
2017-03-30,29608790.282946467
2017-03-31,29527169.48303652
2017-04-03,29497902.24502447
2017-04-04,29522247.46348889
2017-04-05,29348251.7039526
2017-04-06,29590043.019704152
2017-04-07,29499224.17514563
2017-04-10,29511276.63238557
2017-04-11,29586537.135944467
2017-04-12,29332168.304054283
2017-04-13,29158882.8392841
2017-04-17,29374478.551655576
2017-04-18,29306900.85460034
2017-04-19,29406884.799726818
2017-04-20,29648645.20239848
2017-04-21,29581307.199369144
2017-04-24,29863868.777565617
2017-04-25,29992802.20183727
2017-04-26,30056082.755217545
2017-04-27,30102017.272934005
2017-04-28,29914254.32946006
2017-05-01,30021585.02052518
2017-05-02,30019859.482862998
2017-05-03,29909781.542622652
2017-05-04,29812152.80593323
2017-05-05,30061447.42925031
2017-05-08,29943361.509782013
2017-05-09,29953342.794791292
2017-05-10,30002097.902388338
2017-05-11,29913044.290802643
2017-05-12,29814877.736972578
2017-05-15,30092714.662969287
2017-05-16,30069406.4859495
2017-05-17,29634085.966590058
2017-05-18,29439654.728859227
2017-05-19,29761296.0542265
2017-05-22,29913705.924992725
2017-05-23,29944873.462505285
2017-05-24,30007032.740768533
2017-05-25,29809602.654811163
2017-05-26,29792675.31446902
2017-05-30,29722587.085533734
2017-05-31,29666631.7118599
2017-06-01,29915815.014574543
2017-06-02,30338198.00592619
2017-06-05,29974204.675704252
2017-06-06,29948205.64348459
2017-06-07,30148412.301610243
2017-06-08,30208949.2635441
2017-06-09,30177029.852133967
2017-06-12,30074390.01167702
2017-06-13,30176209.495977182
2017-06-14,30057688.30835325
2017-06-15,30009276.238656823
2017-06-16,29848254.422852542
2017-06-19,30068162.176319107
2017-06-20,29935246.55742021
2017-06-21,29908886.926857952
2017-06-22,29994181.876563545
2017-06-23,30153637.849129006
2017-06-26,30188799.13193889
2017-06-27,29992194.248984817
2017-06-28,30222160.967244238
2017-06-29,30039240.792424288
2017-06-30,30089516.944281578
2017-07-03,30156914.953634635
2017-07-05,30131136.227461748
2017-07-06,29980573.867388185
2017-07-07,30179503.4777674
2017-07-10,30108934.145792194
2017-07-11,30160450.7991606
2017-07-12,30386647.618515156
2017-07-13,30450367.22036014
2017-07-14,30565285.325561214
2017-07-17,30603706.683063913
2017-07-18,30618147.588048726
2017-07-19,30762063.8382709
2017-07-20,30737523.26591951
2017-07-21,30716925.540684506
2017-07-24,30822264.327988453
2017-07-25,30916005.9788267
2017-07-26,30865038.3973715
2017-07-27,30726848.014319718
2017-07-28,30764682.419016954
2017-07-31,30689384.289258663
2017-08-01,30658494.348806534
2017-08-02,30527125.17620784
2017-08-03,30418988.73884942
2017-08-04,30459040.601981364
2017-08-07,30502682.264136426
2017-08-08,30665664.24220103
2017-08-09,30544398.097229745
2017-08-10,30115415.118443254
2017-08-11,30170433.758909915
2017-08-14,30498065.72157116
2017-08-15,30338407.92414378
2017-08-16,30314278.50331263
2017-08-17,29871373.08926229
2017-08-18,29795025.52602441
2017-08-21,29819871.48140331
2017-08-22,30113373.485824972
2017-08-23,30063731.014415767
2017-08-24,30080404.906996503
2017-08-25,30090606.82308468
2017-08-28,30131812.898918234
2017-08-29,30046466.262918912
2017-08-30,30319271.54660753
2017-08-31,30571704.002564218
2017-09-01,30712120.84807065
2017-09-05,30412090.18761599
2017-09-06,30538240.73052662
2017-09-07,30486689.09613756
2017-09-08,30476200.695532653
2017-09-11,30760507.74839779
2017-09-12,30908684.278438266
2017-09-13,31043639.174414586
2017-09-14,31066492.723009273
2017-09-15,31121996.76486605
2017-09-18,31164419.089664526
2017-09-19,31212869.59586082
2017-09-20,31236920.999793466
2017-09-21,31233284.580597226
2017-09-22,31414559.986479525
2017-09-25,31256244.45882089
2017-09-26,31301813.908070292
2017-09-27,31578608.704759523
2017-09-28,31626101.75693504
2017-09-29,31751920.103148922
2017-10-02,32023787.362504918
2017-10-03,32109855.0137303
2017-10-04,32107436.969232142
2017-10-05,32174559.643429223
2017-10-06,32156981.74875461
2017-10-09,32048010.53710358
2017-10-10,32161737.977162298
2017-10-11,32231766.782742895
2017-10-12,32162497.650045186
2017-10-13,32287102.514532905
2017-10-16,32280340.10812952
2017-10-17,32193645.638015524
2017-10-18,32264012.79253392
2017-10-19,32255238.009856842
2017-10-20,32433767.779837806
2017-10-23,32376501.132767793
2017-10-24,32512559.769726567
2017-10-25,32341665.16954283
2017-10-26,32480896.853015013
2017-10-27,32549446.0736395
2017-10-30,32301133.456086904
2017-10-31,32445999.976221193
2017-11-01,32357830.76150702
2017-11-02,32389634.66728945
2017-11-03,32383856.99010984
2017-11-06,32438630.306964554
2017-11-07,32240666.173439484
2017-11-08,32198462.567193985
2017-11-09,32015798.634858795
2017-11-10,32040632.28340601
2017-11-13,32117535.449125897
2017-11-14,32119077.081901833
2017-11-15,31995989.57653222
2017-11-16,32211316.69857606
2017-11-17,32240947.12822394
2017-11-20,32530650.42686011
2017-11-21,32636899.81815026
2017-11-22,32571441.617895074
2017-11-24,32597352.88049434
2017-11-27,32470089.766234603
2017-11-28,32866201.197689332
2017-11-29,32848126.034598835
2017-11-30,32981256.416726172
2017-12-01,32914251.02694222
2017-12-04,32917977.486661915
2017-12-05,32793425.659017123
2017-12-06,32744208.066961132
2017-12-07,32896614.47962769
2017-12-08,32987579.988872442
2017-12-11,32946189.611039255
2017-12-12,32902857.699813824
2017-12-13,32853594.213728063
2017-12-14,32750375.211909417
2017-12-15,32999360.05221224
2017-12-18,33189654.215904184
2017-12-19,33073438.639446203
2017-12-20,33122691.242707152
2017-12-21,33218136.27965053
2017-12-22,33212935.922160473
2017-12-26,33216762.872743808
2017-12-27,33192209.85434311
2017-12-28,33268595.272960555
2017-12-29,33124342.903249223
2018-01-02,33322811.077663682
2018-01-03,33361243.573042702
2018-01-04,33442143.996681947
2018-01-05,33508478.741823908
2018-01-08,33639301.72740206
2018-01-09,33689970.79814322
2018-01-10,33712503.504591584
2018-01-11,34035573.15977524
2018-01-12,34178728.20323378
2018-01-16,34012930.039484344
2018-01-17,34209241.08993535
2018-01-18,34195874.6205369
2018-01-19,34477561.66146281
2018-01-22,34446339.60679101
2018-01-23,34571155.17198029
2018-01-24,34499408.77867097
2018-01-25,34514626.45265282
2018-01-26,34691588.31476775
2018-01-29,34551575.65978525
2018-01-30,34346220.590142876
2018-01-31,34278028.96404346
2018-02-01,34356436.15260709
2018-02-02,33922400.03625085
2018-02-05,33280620.372026313
2018-02-06,33508306.420900393
2018-02-07,33493110.74428012
2018-02-08,32889255.91433609
2018-02-09,33060805.084476776
2018-02-12,33063061.1872576
2018-02-13,33064042.720256113
2018-02-14,33067655.795064315
2018-02-15,33068080.089053288
2018-02-16,33070450.548380043
2018-02-20,33070143.05096109
2018-02-21,33070154.610231496
2018-02-22,33067731.933868
2018-02-23,33066454.620900877
2018-02-26,33066775.099150885
2018-02-27,33065166.95210108
2018-02-28,33063310.50827111
2018-03-01,33062442.2630651
2018-03-02,33063058.481955163
2018-03-05,33063828.135341603
2018-03-06,33064256.76412465
2018-03-07,33064590.231541872
2018-03-08,33064503.215173192
2018-03-09,33066820.56676393
2018-03-12,33066585.23069431
2018-03-13,33066483.916228767
2018-03-14,33064981.171530765
2018-03-15,33064517.210761167
2018-03-16,33065320.038167752
2018-03-19,33065743.694371086
2018-03-20,33065651.78643763
2018-03-21,33066278.106511407
2018-03-22,33062792.65769026
2018-03-23,33061004.293701038
2018-03-26,33061004.293701038
2018-03-27,33061004.293701038
2018-03-28,33061004.293701038
2018-03-29,33061004.293701038
2018-04-02,33061004.293701038
2018-04-03,33061004.293701038
2018-04-04,33061004.293701038
2018-04-05,33061004.293701038
2018-04-06,33061004.293701038
2018-04-09,33061004.293701038
2018-04-10,33061004.293701038
2018-04-11,33061004.293701038
2018-04-12,33061004.293701038
2018-04-13,33061004.293701038
2018-04-16,33061004.293701038
2018-04-17,33061004.293701038
2018-04-18,33061004.293701038
2018-04-19,33061004.293701038
2018-04-20,33061004.293701038
2018-04-23,33061004.293701038
2018-04-24,33061004.293701038
2018-04-25,33061004.293701038
2018-04-26,33061004.293701038
2018-04-27,33061004.293701038
2018-04-30,33061004.293701038
2018-05-01,33061004.293701038
2018-05-02,33061004.293701038
2018-05-03,33061004.293701038
2018-05-04,33053767.00267761
2018-05-07,33062747.83441808
2018-05-08,33073329.798055258
2018-05-09,33128087.73535075
2018-05-10,33162635.92843442
2018-05-11,33183293.315675054
2018-05-14,33178032.41021591
2018-05-15,33166752.256381687
2018-05-16,33177069.680416904
2018-05-17,33201658.557927802
2018-05-18,33207543.175892964
2018-05-21,33213231.33786364
2018-05-22,33206249.05352154
2018-05-23,33201229.596371736
2018-05-24,33198902.73076694
2018-05-25,33205895.98734483
2018-05-29,33192885.90380535
2018-05-30,33237320.603975073
2018-05-31,33223428.06448349
2018-06-01,33254975.95464499
2018-06-04,33274522.528837655
2018-06-05,33290681.500847287
2018-06-06,33320373.273694653
2018-06-07,33303950.63068989
2018-06-08,33316537.747209642
2018-06-11,33299074.20759045
2018-06-12,33305470.798757136
2018-06-13,33296682.94106335
2018-06-14,33307359.747067995
2018-06-15,33318380.582745813
2018-06-18,33294186.913640913
2018-06-19,33286331.933995325
2018-06-20,33300667.240523063
2018-06-21,33254298.52762631
2018-06-22,33252827.620040905
2018-06-25,33167753.348795883
2018-06-26,33176183.821697157
2018-06-27,33111332.64880755
2018-06-28,33117970.175642155
2018-06-29,33308519.33986785
2018-07-02,33398484.754947763
2018-07-03,33367654.105101258
2018-07-05,33645850.52698543
2018-07-06,33851506.7712212
2018-07-09,34193289.885288544
2018-07-10,34148284.03898096
2018-07-11,33880196.87309522
2018-07-12,34059054.50503623
2018-07-13,34025930.836318664
2018-07-16,33935557.654001884
2018-07-17,34129980.767586306
2018-07-18,34339008.16402282
2018-07-19,34360195.852162614
2018-07-20,34313964.31824582
2018-07-23,34336582.23075327
2018-07-24,34147510.88892112
2018-07-25,34318354.49099055
2018-07-26,34443794.789333396
2018-07-27,34101388.37145912
2018-07-30,33835138.33547707
2018-07-31,34136460.614190035
2018-08-01,34040073.64672389
2018-08-02,34293836.29019461
2018-08-03,34353937.92858468
2018-08-06,34529072.300180376
2018-08-07,34705014.61088817
2018-08-08,34609597.661446154
2018-08-09,34652195.59565958
2018-08-10,34485988.82889313
2018-08-13,34305779.75032233
2018-08-14,34545558.57110651
2018-08-15,34187274.05965695
2018-08-16,34399207.07499945
2018-08-17,34465640.419970304
2018-08-20,34595833.43251407
2018-08-21,34839510.95923678
2018-08-22,34843436.71784437
2018-08-23,34713745.76431766
2018-08-24,34887466.74845654
2018-08-27,35078874.515629806
2018-08-28,35068563.206479646
2018-08-29,35147028.08366318
2018-08-30,35015324.181884184
2018-08-31,35079627.17349733
2018-09-04,35008871.07488384
2018-09-05,34914544.65300458
2018-09-06,34783202.35016345
2018-09-07,34704612.69750072
2018-09-10,34877022.7991377
2018-09-11,34925773.085700616
2018-09-12,34925811.13152939
2018-09-13,35032479.39562812
2018-09-14,35152573.53096087
2018-09-17,34930572.62220627
2018-09-18,35099446.63445814
2018-09-19,35097822.87346609
2018-09-20,35288169.40157217
2018-09-21,35240538.150596924
2018-09-24,35014663.98342397
2018-09-25,35034675.825324036
2018-09-26,34922205.251719825
2018-09-27,34940065.20382265
2018-09-28,34988180.88252371
2018-10-01,34766631.50981602
2018-10-02,34662789.119709074
2018-10-03,34733305.076269425
2018-10-04,34380707.30997467
2018-10-05,34060255.7048938
2018-10-08,34066929.4188187
2018-10-09,34068030.677778006
2018-10-10,34055905.80798512
2018-10-11,34041163.316404015
2018-10-12,34042380.51875704
2018-10-15,34044743.27762923
2018-10-16,34057791.53190913
2018-10-17,34066203.81142566
2018-10-18,34058047.53481952
2018-10-19,34061544.13090848
2018-10-22,34057083.23048739
2018-10-23,34057612.24909776
2018-10-24,34067427.10345929
2018-10-25,34062812.57030419
2018-10-26,34054942.936124146
2018-10-29,34060655.00358654
2018-10-30,34063466.98999844
2018-10-31,34058568.905634075
2018-11-01,34058668.00661283
2018-11-02,34055402.94931678
2018-11-05,34061532.86209476
2018-11-06,34066689.63058062
2018-11-07,34070986.29219508
2018-11-08,34073071.0352272
2018-11-09,34077200.56769849
2018-11-12,34080297.745746866
2018-11-13,34080921.96789821
2018-11-14,34078534.40824923
2018-11-15,34079502.67346773
2018-11-16,34082654.242147975
2018-11-19,34084133.85573853
2018-11-20,34081469.28726375
2018-11-21,34075715.406819925
2018-11-23,34076886.73705058
2018-11-26,34078088.21484428
2018-11-27,34080148.29145308
2018-11-28,34081085.324010506
2018-11-29,34080263.94780951
2018-11-30,34087057.992364
2018-12-03,34089706.79118614
2018-12-04,34088673.01255979
2018-12-06,34093985.31675973
2018-12-07,34094372.69446255
2018-12-10,34094801.19857779
2018-12-11,34096138.35793507
2018-12-12,34092800.33018973
2018-12-13,34097761.471931934
2018-12-14,34096106.3724869
2018-12-17,34096106.3724869
2018-12-18,34096106.3724869
2018-12-19,34096106.3724869
2018-12-20,34096106.3724869
2018-12-21,34349441.805196725
2018-12-24,33665361.89794659
2018-12-26,35182186.75143863
2018-12-27,35390421.5878856
2018-12-28,35465404.79408458
2018-12-31,35784803.56474748
2019-01-02,35923054.20390581
2019-01-03,35244124.41787618
2019-01-04,36472736.36465598
2019-01-07,37011855.81645675
2019-01-08,37505568.5677798
2019-01-09,37941817.830595136
2019-01-10,38150959.726402014
2019-01-11,38252423.7832973
2019-01-14,38009191.541328855
2019-01-15,38317824.68187532
2019-01-16,38530064.63917035
2019-01-17,38914067.18632067
2019-01-18,39415010.17623661
2019-01-22,38793023.64954498
2019-01-23,38675654.89662517
2019-01-24,39026900.54982312
2019-01-25,39563018.817660026
2019-01-28,39352982.36174336
2019-01-29,39376947.15488213
2019-01-30,39870634.45836795
2019-01-31,40076112.34050985
2019-02-01,40245395.58779237
2019-02-04,40486198.13392325
2019-02-05,40661739.2836459
2019-02-06,40605284.8727851
2019-02-07,40265340.248410605
2019-02-08,40257540.340602785
2019-02-11,40462972.23541536
2019-02-12,41007067.98268644
2019-02-13,41144435.931275524
2019-02-14,41188366.12945087
2019-02-15,41704033.05714743
2019-02-19,41875916.86179356
2019-02-20,42087405.15013012
2019-02-21,41987366.11269077
2019-02-22,42392167.39089426
2019-02-25,42388222.85786952
2019-02-26,42273183.95739591
2019-02-27,42374041.84517187
2019-02-28,42241246.151689015
2019-03-01,42485702.302543916
2019-03-04,42167538.56251219
2019-03-05,42051806.75256902
2019-03-06,41586273.01805208
2019-03-07,41213658.86823648
2019-03-08,41081364.424242765
2019-03-11,41666505.22494304
2019-03-12,41726178.76521145
2019-03-13,41952892.929748915
2019-03-14,41845344.37232864
2019-03-15,42044550.76749345
2019-03-18,42335136.90143799
2019-03-19,42167683.08392464
2019-03-20,41887231.50814087
2019-03-21,42445267.75379322
2019-03-22,41256776.35095037
2019-03-25,41346936.99096102
2019-03-26,41645816.11153471
2019-03-27,41539521.155629046
2019-03-28,41879111.74285179
2019-03-29,42103144.88332245
2019-04-01,42692851.45754412
2019-04-02,42613286.11488567
2019-04-03,42868665.23905669
2019-04-04,43043739.833794214
2019-04-05,43343436.49213091
2019-04-08,43352200.468172036
2019-04-09,42980145.16291193
2019-04-10,43347432.542106286
2019-04-11,43451331.332185835
2019-04-12,43669894.78962775
2019-04-15,43527035.26227587
2019-04-16,43689509.41858773
2019-04-17,43391109.938955985
2019-04-18,43442953.87970744
2019-04-22,43334398.52893837
2019-04-23,43805703.04163061
2019-04-24,43857341.774093986
2019-04-25,43476915.3309409
2019-04-26,43809061.01709218
2019-04-29,43860074.23888117
2019-04-30,43816179.95444612
2019-05-01,43472261.055132434
2019-05-02,43455565.20943546
2019-05-03,44023003.74377303
2019-05-06,43860228.3120612
2019-05-07,43103569.219249316
2019-05-08,43037909.667903684
2019-05-09,42953494.45447183
2019-05-10,43072446.2391762
2019-05-13,41973598.2646766
2019-05-14,42381415.79491702
2019-05-15,42546781.280092284
2019-05-16,42822082.248456635
2019-05-17,42406862.19705912
2019-05-20,42184094.94993527
2019-05-21,42587732.64250449
2019-05-22,42369217.76450156
2019-05-23,41807179.27502674
2019-05-24,41945876.57423832
2019-05-28,41675655.194975086
2019-05-29,41413860.68577489
