date,equity
2018-04-06,18254654.16811351
2018-04-09,18254654.16811351
2018-04-10,18254654.16811351
2018-04-11,18254654.16811351
2018-04-12,18254654.16811351
2018-04-13,18254654.16811351
2018-04-16,18254654.16811351
2018-04-17,18254654.16811351
2018-04-18,18254654.16811351
2018-04-19,18254654.16811351
2018-04-20,18254654.16811351
2018-04-23,18254654.16811351
2018-04-24,18254654.16811351
2018-04-25,18254654.16811351
2018-04-26,18254654.16811351
2018-04-27,18254654.16811351
2018-04-30,18254654.16811351
2018-05-01,18254654.16811351
2018-05-02,18254654.16811351
2018-05-03,18254654.16811351
2018-05-04,18248761.488302257
2018-05-07,18253481.61753724
2018-05-08,18261066.90522373
2018-05-09,18312238.9921398
2018-05-10,18343141.11038556
2018-05-11,18362449.99434733
2018-05-14,18366066.606891014
2018-05-15,18352515.307685077
2018-05-16,18355460.875135355
2018-05-17,18375786.38813793
2018-05-18,18383485.930180818
2018-05-21,18383962.683879662
2018-05-22,18382405.8536233
2018-05-23,18373638.839642186
2018-05-24,18369122.094980493
2018-05-25,18375080.97060424
2018-05-29,18366992.29642502
2018-05-30,18395914.658420224
2018-05-31,18384587.68236338
2018-06-01,18402356.12119108
2018-06-04,18412467.761258703
2018-06-05,18420852.97924865
2018-06-06,18438417.82790565
2018-06-07,18431821.841153152
2018-06-08,18444283.140717678
2018-06-11,18451179.645359907
2018-06-12,18441540.94940123
2018-06-13,18441626.65327588
2018-06-14,18451084.173175648
2018-06-15,18457971.79395352
2018-06-18,18459587.0602538
2018-06-19,18459436.043671686
2018-06-20,18471733.12939182
2018-06-21,18451449.17412072
2018-06-22,18448564.43170853
2018-06-25,18394864.394846544
2018-06-26,18389572.31003884
2018-06-27,18364034.53212018
2018-06-28,18369472.67246701
2018-06-29,18467230.224128045
2018-07-02,18566813.41523413
2018-07-03,18528886.095368177
2018-07-05,18722516.0376144
2018-07-06,18868486.831890803
2018-07-09,19083091.120828595
2018-07-10,19065773.40416516
2018-07-11,18906840.43729873
2018-07-12,19018273.2669088
2018-07-13,18964467.820670143
2018-07-16,18881689.066494588
2018-07-17,18990571.351501137
2018-07-18,19081874.381899685
2018-07-19,19026404.482117075
2018-07-20,18985427.010749683
2018-07-23,18996588.10923215
2018-07-24,18883505.27208596
2018-07-25,19006291.245275337
2018-07-26,19074729.93032548
2018-07-27,18865558.48114878
2018-07-30,18727744.040965788
2018-07-31,18878534.531654067
2018-08-01,18841039.335948013
2018-08-02,18980572.32355231
2018-08-03,19011539.331369422
2018-08-06,19120672.986075666
2018-08-07,19203304.046989176
2018-08-08,19112008.45999044
2018-08-09,19151628.47481484
2018-08-10,19037472.51630169
2018-08-13,18930777.080851022
2018-08-14,19070690.44698335
2018-08-15,18870464.895422395
2018-08-16,18989155.90441075
2018-08-17,19034393.085177816
2018-08-20,19127224.33881447
2018-08-21,19262004.98322146
2018-08-22,19241860.81822713
2018-08-23,19161883.030757017
2018-08-24,19275030.675823394
2018-08-27,19405358.33031778
2018-08-28,19418352.076370884
2018-08-29,19477159.67434209
2018-08-30,19378373.205919016
2018-08-31,19391205.571111187
2018-09-04,19340192.845670037
2018-09-05,19276494.341165114
2018-09-06,19189754.07549186
2018-09-07,19135927.96028287
2018-09-10,19235602.87850588
2018-09-11,19267063.188043494
2018-09-12,19281378.33656609
2018-09-13,19323329.25481297
2018-09-14,19385212.481671136
2018-09-17,19252763.436690584
2018-09-18,19345988.507670727
2018-09-19,19341860.27932753
2018-09-20,19465393.71828049
2018-09-21,19428853.84019219
2018-09-24,19302114.66293325
2018-09-25,19291173.8257352
2018-09-26,19219848.496552054
2018-09-27,19222920.870604705
2018-09-28,19236371.12464424
2018-10-01,19178803.394201446
2018-10-02,19117751.463409003
2018-10-03,19161751.447458643
2018-10-04,18974155.617398363
2018-10-05,18801177.42107178
2018-10-08,18806160.11685306
2018-10-09,18806385.3632588
2018-10-10,18796771.424351968
2018-10-11,18786866.641360104
2018-10-12,18788318.19278129
2018-10-15,18790109.65717561
2018-10-16,18799441.92502975
2018-10-17,18807319.935529813
2018-10-18,18799245.12576293
2018-10-19,18799961.54525716
2018-10-22,18796842.81698883
2018-10-23,18797867.231304877
2018-10-24,18803128.453745198
2018-10-25,18800942.037029076
2018-10-26,18796502.28247265
2018-10-29,18800144.221465927
2018-10-30,18802297.99607075
2018-10-31,18799886.33614088
2018-11-01,18800346.616000213
2018-11-02,18798437.77773617
2018-11-05,18801620.650956303
2018-11-06,18804755.80759255
2018-11-07,18807324.230564423
2018-11-08,18809530.65374013
2018-11-09,18811603.527814634
2018-11-12,18813365.665917207
2018-11-13,18813055.46498437
2018-11-14,18811429.796343923
2018-11-15,18811952.06907176
2018-11-16,18814794.34854505
2018-11-19,18815025.36503821
2018-11-20,18812813.8974473
2018-11-21,18809161.57382205
2018-11-23,18810279.668662336
2018-11-26,18810999.755719848
2018-11-27,18811804.33412688
2018-11-28,18813033.274321884
2018-11-29,18812486.95274527
2018-11-30,18816698.070705198
2018-12-03,18818667.79937521
2018-12-04,18817791.214941703
2018-12-06,18821821.95090861
2018-12-07,18821966.65519359
